faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),365689.48,141629.6,0.0,0.0
Gen X (1965-1980),2888453.62,953682.7,0.0,0.0
Gen Z (1997-2012),2023548.7,857180.42,1191.7,17927.02
Millennials (1981-1996),6618615.53,2206453.24,1167.49,3503.14
Nao Informado,1314.0,952.2,24516.52,0.0
Silent (antes 1946),15185.63,2960.68,0.0,0.0
