faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),1639.8631390134528,1323.641121495327,0.0,0.0
Gen X (1965-1980),1729.6129461077844,1436.2691265060241,0.0,0.0
Gen Z (1997-2012),979.4524201355275,1101.774318766067,1191.7,1280.5014285714285
Millennials (1981-1996),1299.2963349038084,1147.4015808632346,291.8725,437.8925
Nao Informado,657.0,476.1,700.472,0.0
Silent (antes 1946),1898.20375,1480.34,0.0,0.0
