Metrica,High Spenders,Demais Clientes
Qtd Clientes,1261.0,11340.0
Valor Total (R$),7346819.9,8777151.77
Ticket Medio (R$),5826.185487708169,773.9992742504409
Freq Media Compras,20.997620935765266,5.472222222222222
Idade Media,40.635119726339795,37.161282467532466
% Feminino,74.6233148295004,71.62257495590829
% Masculino,25.13877874702617,27.857142857142858
