faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1048,369,1,6
25-39 (Millennials),4449,1663,4,15
40-54 (Gen X),3042,1211,0,1
55-69 (Boomers),432,186,0,0
70+ (Silent),50,25,0,0
Nao Informado,42,22,35,0
