loja,valor,clientes
Renner,388102.98,879
Vivara,240307.5,102
Shoulder,179124.8,172
Havan,147247.27,445
Centauro,142325.71,330
Cia do Homem,119896.13,151
Idéli.Oui,112071.38,129
Riachuelo,106098.0,359
Le Lis ,103318.73,60
Victor Hugo,92432.35,31
Ótica Chroma ,90284.8,43
Cvc Viagens,87058.35,4
Maze,83515.4,77
Life by Vivara,74755.82,125
Sandra Duwe,74271.1,19
Hering Store,72333.12,204
Brooksfield,67238.62,49
Track & Field,65467.18,86
Tommy Hilfiger,59691.1,69
Baier Joalheria,56413.38,34
