dia_semana,valor,transacoes
Domingo,800800.75,2651
Quarta,511133.77,1538
Quinta,453148.07,1438
Sabado,976959.39,2958
Segunda,502414.81,1544
Sexta,583914.39,1715
Terca,448974.6,1322
