dia_semana,valor,transacoes
Domingo,887778.11,1614
Quarta,286210.17,703
Quinta,317654.89,734
Sabado,723239.11,1490
Segunda,416551.84,753
Sexta,514357.1,1047
Terca,286405.99,538
