faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),959853.57,437495.12,0.0,2212.5
Gen X (1965-1980),4422760.41,2352370.62,0.0,7691.91
Gen Z (1997-2012),1471281.15,811018.67,1076.19,6038.47
Millennials (1981-1996),6690261.58,3353134.15,1146.54,12421.84
Nao Informado,346.28,2236.63,69.97,0.0
Silent (antes 1946),44495.29,11586.31,0.0,0.0
