faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),60,282254.13,4704.2355,3.642987249544627
25-39 (Millennials),553,2791083.0,5047.166365280289,33.576199149969646
40-54 (Gen X),774,4113846.44,5315.047080103359,46.994535519125684
55-69 (Boomers),224,1211501.51,5408.488883928571,13.600485731633272
70+ (Silent),36,158687.81,4407.994722222222,2.185792349726776
