sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),287,12.365359758724688,339690.42
BS,Gen X (1965-1980),694,29.90090478242137,845675.3
BS,Millennials (1981-1996),1196,51.52951314088755,1444450.23
BS,Boomers (1946-1964),139,5.988797931925894,182327.78999999998
BS,Nao Informado,1,0.043084877208099955,346.28
BS,Silent (antes 1946),4,0.17233950883239982,1022.1600000000001
CS,Gen X (1965-1980),614,28.921337729627883,1071241.04
CS,Gen Z (1997-2012),241,11.351860574658502,317339.92000000004
CS,Millennials (1981-1996),1113,52.425812529439476,1715134.1099999999
CS,Boomers (1946-1964),153,7.206782854451248,228423.75
CS,Silent (antes 1946),2,0.09420631182289213,6591.209999999999
NK,Millennials (1981-1996),1193,47.68185451638689,1418280.48
NK,Gen X (1965-1980),834,33.33333333333333,1280770.83
NK,Gen Z (1997-2012),263,10.511590727418065,247109.35
NK,Boomers (1946-1964),204,8.15347721822542,302604.89999999997
NK,Silent (antes 1946),8,0.31974420463629094,25537.370000000003
GS,Millennials (1981-1996),1709,51.55354449472096,1767552.3399999999
GS,Gen Z (1997-2012),517,15.59577677224736,497174.08
GS,Gen X (1965-1980),903,27.239819004524886,1193332.8900000001
GS,Boomers (1946-1964),176,5.30920060331825,232535.44
GS,Nao Informado,3,0.09049773755656108,2190.63
GS,Silent (antes 1946),7,0.21116138763197587,11360.929999999998
NR,Gen X (1965-1980),993,29.474621549421194,1364183.44
NR,Millennials (1981-1996),1749,51.91451469278717,1994277.42
NR,Nao Informado,2,0.05936479667557139,115.97
NR,Gen Z (1997-2012),417,12.377560106856635,398437.33
NR,Boomers (1946-1964),198,5.8771148708815675,248847.56
NR,Silent (antes 1946),10,0.2968239833778569,8420.47
NS,Gen X (1965-1980),819,24.609375,1027619.4400000001
NS,Millennials (1981-1996),1736,52.16346153846154,1717269.5299999998
NS,Gen Z (1997-2012),597,17.938701923076923,489663.38
NS,Boomers (1946-1964),172,5.168269230769231,204821.75
NS,Silent (antes 1946),4,0.1201923076923077,3149.4600000000005
