Metrica,High Spenders,Demais Clientes
Qtd Clientes,1647.0,14822.0
Valor Total (R$),8557372.89,12030124.309999999
Ticket Medio (R$),5195.733387978143,811.6397456483604
Freq Media Compras,10.171827565270188,3.4742949669410335
Idade Media,42.92974392646093,40.50022350494626
% Feminino,65.57377049180327,66.4350290109297
% Masculino,34.36551305403764,33.33558224261233
