sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,1506,64.88582507539854,1841675.2199999997
BS,Masculino,810,34.89875053856096,966823.73
BS,Outro,5,0.2154243860404998,5013.23
CS,Feminino,1548,72.91568535091851,2451886.31
CS,Masculino,573,26.990108337258594,885220.6300000001
CS,Nao Informado,1,0.047103155911446065,129.4
CS,Outro,1,0.047103155911446065,1493.69
NK,Masculino,789,31.534772182254194,966453.09
NK,Feminino,1708,68.26538768984813,2304642.72
NK,Nao Informado,1,0.03996802557953637,1146.54
NK,Outro,4,0.15987210231814547,2060.5800000000004
GS,Masculino,1294,39.034690799396685,1580764.2
GS,Feminino,2012,60.69381598793363,2114599.81
GS,Outro,9,0.27149321266968324,8782.3
NR,Outro,5,0.14841199168892846,4689.06
NR,Masculino,1064,31.58207183140398,1318908.7
NR,Feminino,2298,68.21015138023152,2689785.6599999997
NR,Nao Informado,2,0.05936479667557139,898.77
NS,Feminino,2203,66.19591346153845,2186408.56
NS,Masculino,1117,33.56370192307692,1249671.15
NS,Nao Informado,1,0.030048076923076924,117.99
NS,Outro,7,0.21033653846153846,6325.86
