dia_semana,valor,transacoes
Domingo,2112359.9,8150
Quarta,1305686.33,4528
Quinta,1295616.55,4625
Sabado,2155984.7,7455
Segunda,2005959.84,6696
Sexta,1359044.9,4763
Terca,1448586.73,5252
