genero,qtd_clientes,valor_total,pct_clientes
Feminino,6792,7551902.76,63.48256846434246
Masculino,3894,4121376.84,36.39592485278998
Nao Informado,2,782.0,0.01869333582577811
Outro,11,9177.35,0.10281334704177959
