periodo_dia,valor,transacoes,pct_valor,shopping
Manha (6h-12h),20096466.35,57899,20.47881525307786,Garten Shopping
Noite (18h-22h),40047708.04,129291,40.80964284849813,Garten Shopping
Tarde (12h-18h),37988779.6,116711,38.711541898424,Garten Shopping
