dia_semana,valor,transacoes,pct_valor,shopping
Domingo,18471796.31,61397,18.823234763606855,Garten Shopping
Quarta,11013036.53,32123,11.222567019762044,Garten Shopping
Quinta,10889218.59,33905,11.096393359471927,Garten Shopping
Sabado,18480593.16,58832,18.83219897964472,Garten Shopping
Segunda,14176932.47,42172,14.446658225986623,Garten Shopping
Sexta,12461436.7,38864,12.698523985398271,Garten Shopping
Terca,12639940.23,36608,12.88042366612957,Garten Shopping
