loja,valor,clientes
Motorola,47775.32,21
Vivara,23573.0,3
Havan,8247.86,16
Renner,8223.87,27
Swarovski,7908.0,4
Claro,7174.0,3
Game Mania,7109.8,4
TIM,6887.48,1
Brooksfield,5533.74,1
JCanedo,4131.76,3
Vivo,3912.0,1
O Boticário,3423.11,17
Cavezzale,3050.27,7
Centauro,2559.84,9
LINDT,2503.3199999999997,12
Riachuelo,2470.93,14
FARM,2315.1,3
Le Lis ,1832.74,2
Studio Z,1669.81,11
Ótica Chroma ,1638.0,1
