faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),11,12736.19,5.88235294117647
Gen X (1965-1980),72,96814.61,38.50267379679144
Gen Z (1997-2012),15,10792.17,8.02139037433155
Millennials (1981-1996),88,61963.41,47.05882352941176
Silent (antes 1946),1,180.4,0.53475935828877
