segmento,valor,clientes
Telefonia,66403.8,30
Joalheria,31851.9,9
Moda,31487.41,58
Casa e Decoração,9611.49,22
Eletrônicos,7909.8,5
Beleza e Bem-estar,7392.83,36
Gastronomia,6629.35,38
Presentes e Acessórios,3630.67,9
Calçados,3544.84,19
Esportes,2969.81,10
Infantil,1683.28,7
Ótica,1638.0,1
Papelaria,1524.57,11
Eletrodomésticos,1450.63,16
Farmácias,1409.07,10
Pets,1292.63,9
Livrarias,1229.5,6
Moda Feminina,798.2,1
Lazer,29.0,1
