segmento,valor,clientes
Moda,100517.12,222
Gastronomia,39201.4,262
Casa e Decoração,17161.31,61
Joalheria,16841.78,12
Esportes,15975.98,38
Calçados,15218.11,56
Papelaria,13372.24,83
Presentes e Acessórios,12410.19,60
Telefonia,11690.26,4
Beleza e Bem-estar,10741.94,49
Ótica,8498.99,10
Infantil,6774.79,45
Livrarias,5909.88,58
Farmácias,5717.8,38
Moda Feminina,4416.95,11
Pets,3859.2400000000002,34
Gastronomia - Restaurante,2321.65,29
Kids,2008.99,22
Serviços,533.0,20
Eletrônicos,380.0,2
