perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,1573,6427693.64,4086.2642339478703,9.690400508582327,15.1,53.17
Premium,2020,2819154.55,1395.6210643564355,6.178217821782178,19.39,23.32
Potencial,2443,1757352.8,719.3421203438396,4.035202619729841,23.45,14.54
Pontual,4383,1084502.78,247.43389915582935,2.1870864704540267,42.07,8.97
