quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,46.0,1.0,229.99,Global
40%,66.0,2.0,474.30799999999994,Global
60%,76.0,4.0,843.5320000000002,Global
80%,84.0,6.0,1618.336,Global
