dia_semana,valor,transacoes
Domingo,10549944.68,23071
Quarta,7770885.14,15778
Quinta,6397640.11,11943
Sabado,8446021.13,17918
Segunda,10107829.35,19819
Sexta,7015742.04,14591
Terca,9377019.96,18774
