genero,qtd_clientes,valor_total,pct_clientes
Feminino,12392,16845391.61,63.389431684485146
Masculino,7133,9526835.67,36.48779988746227
Nao Informado,8,3794.24,0.04092280935086194
Outro,16,23231.170000000002,0.08184561870172388
