loja,valor,clientes
Renner,154469.47,402
Coliseu,121618.56,25
Riachuelo,79483.66,271
Havan,77920.47,266
Centauro,70193.41,156
C&A,67187.78,238
Dona Torta,36348.33,273
Magazine Luiza,36293.46,17
Idéli Oui,35906.91,63
Outback Steakhouse,35309.87,70
Hering,32663.920000000002,105
Pittol,32340.6,125
Levi's,29565.67,42
Vivara ,28798.47,18
McDonald's,26380.19,247
Brooksfield,24635.3,18
Tok & Stok,23946.1,47
Kalunga,23505.77,226
Livrarias Curitiba,22215.67,194
VIRUS 41,21914.98,34
