dia_semana,valor,transacoes
Domingo,3727022.65,11397
Quarta,2022087.7,6089
Quinta,2212443.37,6381
Sabado,3716994.5100000002,10864
Segunda,2411185.54,6542
Sexta,2488452.31,6640
Terca,1972762.75,5220
