genero,qtd_clientes,valor_total,pct_clientes
Feminino,8380,11982515.23,65.32075765843011
Masculino,4430,6545109.84,34.531140385065086
Nao Informado,11,15922.97,0.08574323797645958
Outro,8,7400.79,0.062358718528334245
