genero,qtd_clientes,valor_total,pct_clientes
Feminino,1162,955408.18,72.9441305712492
Masculino,424,346385.83,26.616446955430007
Nao Informado,4,7296.61,0.25109855618330196
Outro,3,1223.04,0.18832391713747645
