dia_semana,valor,transacoes
Domingo,6767695.46,22793
Quarta,3949211.4,12366
Quinta,4490332.07,14191
Sabado,6978562.04,22651
Segunda,5963902.52,18234
Sexta,4916493.16,14890
Terca,5062664.9,14487
