genero,qtd_clientes,valor_total,pct_clientes
Feminino,16016,23933519.62,63.13465783664459
Masculino,9327,14161431.56,36.76679280983917
Nao Informado,4,1126.27,0.015767896562598548
Outro,21,32784.1,0.08278145695364239
