faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),1502,1494677.48,5.920845159255755
25-39 (Millennials),10183,13584979.43,40.141122674235255
40-54 (Gen X),10098,16896791.18,39.806054872280036
55-69 (Boomers),3068,5156767.17,12.093976663513088
70+ (Silent),506,935878.98,1.9946389151687165
Nao Informado,11,59767.310000000005,0.04336171554714601
