loja,valor,clientes
Havan,1865567.77,3324
Casas Bahia,1375221.65,700
Samsung,1171649.31,355
Atacadão,983571.62,2076
Pittol,956625.39,2397
Renner,793315.99,2152
Centauro,744292.06,1578
Magazine Luiza,690515.08,355
Riachuelo,637527.33,1929
CVC,377588.71,55
Idéli.oui,353839.7,728
NXT Eletric,332233.02,49
JCanedo,308186.33,408
Claro,291388.83,134
Vivara,267819.27,221
Cia do Terno,264383.24,375
Polo Wear,261039.80000000002,868
Motorola,259182.23,123
Toni Toys ,251988.4,756
Kalunga,248870.04,1068
