dia_semana,valor,transacoes
Domingo,898072.91,3085
Quarta,424554.84,1333
Quinta,571717.31,1700
Sabado,1102334.15,3503
Segunda,589041.39,1736
Sexta,605841.21,1898
Terca,490683.12,1363
