dia_semana,valor,transacoes
Domingo,2119651.68,6101
Quarta,1085171.39,2179
Quinta,959438.06,2114
Sabado,1440511.19,3965
Segunda,871909.06,2337
Sexta,704452.09,2092
Terca,682606.47,1926
