dia_semana,valor,transacoes
Domingo,5076584.61,17058
Quarta,2753189.95,8888
Quinta,3087501.59,9940
Sabado,4854826.39,15810
Segunda,4549352.56,14460
Sexta,3370997.19,10510
Terca,3276757.65,10587
