genero,qtd_clientes,valor_total,pct_clientes
Feminino,12735,16699982.67,62.26470444433579
Masculino,7691,10254560.38,37.603285581577275
Nao Informado,2,706.27,0.009778516599031927
Outro,25,13960.62,0.1222314574878991
