segmento,valor,clientes
Moda,118382.92,228
Gastronomia,25777.76,186
Casa e Decoração,19435.02,78
Beleza e Bem-estar,18376.27,73
Calçados,18369.25,51
Moda Feminina,17223.45,25
Presentes e Acessórios,13610.11,31
Esportes,13462.16,47
Joalheria,13260.92,16
Papelaria,12806.11,83
Pets,12286.119999999999,43
Eletrônicos,9541.22,12
Ótica,8931.3,10
Livrarias,8480.13,68
Infantil,6468.15,36
Farmácias,4769.58,42
Eletrodomésticos,3361.0,51
Telefonia,1795.0,4
Serviços,29.4,1
