cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
137,799.99,1,19,Garten Shopping,Masculino,Calçados,3,1,3,7,Potencial
151,1047.3799999999999,20,15,Neumarkt Shopping,Masculino,Gastronomia,5,5,4,14,VIP
164,2181.31,6,15,Nações Shopping,Feminino,Beleza e Bem-estar,5,5,5,15,VIP
168,2442.07,2,0,Continente Shopping,Feminino,Calçados,5,2,5,12,Premium
195,1009.56,5,2,Continente Shopping,Feminino,Moda,5,5,4,14,VIP
213,990.0,1,22,Balneário Shopping,Masculino,Moda,2,1,4,7,Potencial
241,184.7,1,16,Balneário Shopping,Feminino,Livrarias,4,1,1,6,Pontual
251,1123.34,3,23,Continente Shopping,Feminino,Casa e Decoração,2,3,4,9,Potencial
259,504.5,6,12,Neumarkt Shopping,Masculino,Gastronomia,5,5,2,12,Premium
277,110.0,1,29,Neumarkt Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
283,959.11,1,16,Nações Shopping,Feminino,Beleza e Bem-estar,4,1,4,9,Potencial
299,680.0999999999999,2,16,Nações Shopping,Masculino,Beleza e Bem-estar,4,2,3,9,Potencial
304,782.4000000000001,2,17,Neumarkt Shopping,Masculino,Casa e Decoração,4,2,3,9,Potencial
320,814.16,2,20,Neumarkt Shopping,Feminino,Beleza e Bem-estar,3,2,3,8,Potencial
336,1303.8300000000002,4,16,Neumarkt Shopping,Feminino,Moda,4,4,4,12,Premium
345,356.9,2,24,Balneário Shopping,Masculino,Calçados,2,2,2,6,Pontual
349,210.89,3,28,Norte Shopping,Masculino,Gastronomia,1,3,1,5,Pontual
360,806.34,7,7,Neumarkt Shopping,Feminino,Beleza e Bem-estar,5,5,3,13,VIP
372,2959.0,1,29,Garten Shopping,Masculino,Moda,1,1,5,7,Potencial
375,622.98,7,8,Garten Shopping,Feminino,Gastronomia,5,5,3,13,VIP
