perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Balneário Shopping;Feminino;1;Zara;283193,19;35,67;436;336
Premium;Balneário Shopping;Feminino;2;Renner;157014,68;19,78;366;277
Premium;Balneário Shopping;Feminino;3;Sephora;68959,93;8,69;150;125
Premium;Balneário Shopping;Feminino;4;C&A;61207,57;7,71;174;135
Premium;Balneário Shopping;Feminino;5;Centauro;60736,020000000004;7,65;104;95
Premium;Balneário Shopping;Feminino;6;Arezzo;40621,31;5,12;60;55
Premium;Balneário Shopping;Feminino;7;Riachuelo;39248,58;4,94;107;93
Premium;Balneário Shopping;Feminino;8;Bottero;28617,26;3,6;44;41
Premium;Balneário Shopping;Feminino;9;Shoulder;27372,0;3,45;27;26
Premium;Balneário Shopping;Feminino;10;Magazine Luiza;26926,0;3,39;9;9
Premium;Balneário Shopping;Masculino;1;Zara;101718,19;27,34;149;107
Premium;Balneário Shopping;Masculino;2;Vivara;61683,0;16,58;28;27
Premium;Balneário Shopping;Masculino;3;Brooksfield;39889,92;10,72;18;17
Premium;Balneário Shopping;Masculino;4;Renner;33358,9;8,97;80;57
Premium;Balneário Shopping;Masculino;5;Centauro;29032,53;7,8;51;42
Premium;Balneário Shopping;Masculino;6;Padrão;24973,35;6,71;13;12
Premium;Balneário Shopping;Masculino;7;Paris Cosméticos;22909,739999999998;6,16;24;23
Premium;Balneário Shopping;Masculino;8;Magazine Luiza;21478,61;5,77;8;7
Premium;Balneário Shopping;Masculino;9;C&A;19054,14;5,12;42;36
Premium;Balneário Shopping;Masculino;10;The North Face;17922,2;4,82;9;9
Premium;Continente Shopping;Feminino;1;Renner;84817,97;22,48;226;179
Premium;Continente Shopping;Feminino;2;Nike Unite;42191,200000000004;11,18;82;69
Premium;Continente Shopping;Feminino;3;C&A;40870,200000000004;10,83;106;83
Premium;Continente Shopping;Feminino;4;Riachuelo;35310,450000000004;9,36;101;84
Premium;Continente Shopping;Feminino;5;Centauro;34984,270000000004;9,27;87;67
Premium;Continente Shopping;Feminino;6;Óticas Carol;29643,699999999997;7,86;15;13
Premium;Continente Shopping;Feminino;7;Ótica Diniz;28860,9;7,65;15;14
Premium;Continente Shopping;Feminino;8;Arezzo;27234,9;7,22;48;41
Premium;Continente Shopping;Feminino;9;Empório Du Homem;26855,09;7,12;28;23
Premium;Continente Shopping;Feminino;10;Claro;26504,92;7,03;9;8
Premium;Continente Shopping;Masculino;1;Vivara;46462,8;18,01;21;18
Premium;Continente Shopping;Masculino;2;Magazine Luiza;30042,989999999998;11,65;8;8
Premium;Continente Shopping;Masculino;3;Óticas Carol;29203,0;11,32;13;12
Premium;Continente Shopping;Masculino;4;Empório Du Homem;27886,47;10,81;23;18
Premium;Continente Shopping;Masculino;5;Renner;26210,56;10,16;64;52
Premium;Continente Shopping;Masculino;6;Nike Unite;21446,190000000002;8,31;42;33
Premium;Continente Shopping;Masculino;7;Claro;21115,4;8,19;6;6
Premium;Continente Shopping;Masculino;8;Brooksfield;20669,5;8,01;13;12
Premium;Continente Shopping;Masculino;9;Clifield;19259,8;7,47;23;21
Premium;Continente Shopping;Masculino;10;TIM ;15657,08;6,07;5;5
Premium;Garten Shopping;Feminino;1;Renner;85252,92;24,65;249;190
Premium;Garten Shopping;Feminino;2;Riachuelo;46614,450000000004;13,48;140;120
Premium;Garten Shopping;Feminino;3;C&A;39803,47;11,51;124;107
Premium;Garten Shopping;Feminino;4;Hering;30590,030000000002;8,84;78;69
Premium;Garten Shopping;Feminino;5;Idéli Oui;29883,29;8,64;36;30
Premium;Garten Shopping;Feminino;6;Shoulder;28490,86;8,24;27;21
Premium;Garten Shopping;Feminino;7;Havan;24411,26;7,06;99;82
Premium;Garten Shopping;Feminino;8;Centauro;20929,84;6,05;65;59
Premium;Garten Shopping;Feminino;9;Levi's;20415,14;5,9;35;29
Premium;Garten Shopping;Feminino;10;Makenji;19468,79;5,63;22;17
Premium;Garten Shopping;Masculino;1;Vivara ;53081,55;23,33;21;21
Premium;Garten Shopping;Masculino;2;Brooksfield;22115,04;9,72;15;14
Premium;Garten Shopping;Masculino;3;Renner;21878,34;9,62;59;48
Premium;Garten Shopping;Masculino;4;Hering;21551,420000000002;9,47;42;36
Premium;Garten Shopping;Masculino;5;Life Vivara;21531,56;9,46;16;15
Premium;Garten Shopping;Masculino;6;Samsung;19285,0;8,48;6;6
Premium;Garten Shopping;Masculino;7;Idéli Oui;17323,89;7,61;13;10
Premium;Garten Shopping;Masculino;8;Padrao Joinville Ltda;17261,7;7,59;8;8
Premium;Garten Shopping;Masculino;9;Vivo;16920,0;7,44;5;5
Premium;Garten Shopping;Masculino;10;Riachuelo;16593,62;7,29;43;36
Premium;Nações Shopping;Feminino;1;Renner;72607,3;28,42;182;134
Premium;Nações Shopping;Feminino;2;Luz da Lua;30117,13;11,79;31;27
Premium;Nações Shopping;Feminino;3;C&A;26770,78;10,48;81;68
Premium;Nações Shopping;Feminino;4;Calvin Klein e Tommy Hilfiger;24279,0;9,5;21;17
