shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,632921.04,48.71,1905,1478
Balneário Shopping,Pontual,2,Calçados,167994.22,12.93,426,404
Balneário Shopping,Pontual,3,Beleza e Bem-estar,134080.27,10.32,581,485
Balneário Shopping,Pontual,4,Gastronomia,111896.03,8.61,1029,683
Balneário Shopping,Pontual,5,Esportes,87395.16,6.73,227,220
Balneário Shopping,Pontual,6,Presentes e Acessórios,47591.21,3.66,191,165
Balneário Shopping,Pontual,7,Infantil,38868.12,2.99,181,165
Balneário Shopping,Pontual,8,Joalheria,38411.56,2.96,70,70
Balneário Shopping,Pontual,9,Casa e Decoração,24380.6,1.88,76,73
Balneário Shopping,Pontual,10,Calçados Femininos,15754.13,1.21,51,50
Balneário Shopping,Potencial,1,Moda,1291364.58,55.21,2558,1550
Balneário Shopping,Potencial,2,Calçados,221317.69,9.46,422,363
Balneário Shopping,Potencial,3,Beleza e Bem-estar,188072.92,8.04,564,451
Balneário Shopping,Potencial,4,Joalheria,164328.55,7.03,149,141
Balneário Shopping,Potencial,5,Esportes,116491.79000000001,4.98,243,212
Balneário Shopping,Potencial,6,Gastronomia,102002.21,4.36,949,573
Balneário Shopping,Potencial,7,Ótica,73512.22,3.14,77,68
Balneário Shopping,Potencial,8,Casa e Decoração,63448.1,2.71,111,96
Balneário Shopping,Potencial,9,Infantil,59759.07,2.55,215,176
Balneário Shopping,Potencial,10,Moda Feminina,58727.68,2.51,75,66
Balneário Shopping,Premium,1,Moda,1365140.54,54.01,2198,1185
Balneário Shopping,Premium,2,Calçados,212356.18,8.4,343,294
Balneário Shopping,Premium,3,Joalheria,198676.38,7.86,119,106
Balneário Shopping,Premium,4,Beleza e Bem-estar,190489.47,7.54,539,404
Balneário Shopping,Premium,5,Esportes,123507.78,4.89,208,180
Balneário Shopping,Premium,6,Gastronomia,97444.35,3.86,968,524
Balneário Shopping,Premium,7,Moda Feminina,95113.49,3.76,80,72
Balneário Shopping,Premium,8,Ótica,85315.2,3.38,61,52
Balneário Shopping,Premium,9,Casa e Decoração,80192.98,3.17,114,90
Balneário Shopping,Premium,10,Telefonia,79147.88,3.13,23,21
Balneário Shopping,VIP,1,Moda,3324196.28,47.93,4531,1987
Balneário Shopping,VIP,2,Joalheria,1131959.34,16.32,318,272
Balneário Shopping,VIP,3,Beleza e Bem-estar,459599.07,6.63,1034,730
Balneário Shopping,VIP,4,Moda Feminina,418870.86,6.04,267,211
Balneário Shopping,VIP,5,Eletrônicos,405977.65,5.85,97,83
Balneário Shopping,VIP,6,Calçados,334641.0,4.83,527,424
Balneário Shopping,VIP,7,Casa e Decoração,246955.35,3.56,277,225
Balneário Shopping,VIP,8,Gastronomia,227211.45,3.28,2263,1002
Balneário Shopping,VIP,9,Ótica,197544.53,2.85,80,70
Balneário Shopping,VIP,10,Esportes,188197.49,2.71,341,284
Continente Shopping,Pontual,1,Moda,505097.08,54.76,1539,1192
Continente Shopping,Pontual,2,Esportes,105845.51000000001,11.47,352,311
Continente Shopping,Pontual,3,Calçados,104754.2,11.36,303,277
Continente Shopping,Pontual,4,Gastronomia,84668.71,9.18,1107,595
Continente Shopping,Pontual,5,Beleza e Bem-estar,51011.49,5.53,293,245
Continente Shopping,Pontual,6,Joalheria,19098.1,2.07,49,45
Continente Shopping,Pontual,7,Presentes e Acessórios,17390.06,1.89,78,63
Continente Shopping,Pontual,8,Eletrodomésticos,11853.6,1.29,111,95
Continente Shopping,Pontual,9,Moda Feminina,11568.47,1.25,31,29
Continente Shopping,Pontual,10,Não informado,11128.02,1.21,26,26
Continente Shopping,Potencial,1,Moda,830909.47,55.73,1822,1090
Continente Shopping,Potencial,2,Calçados,152091.33,10.2,374,321
Continente Shopping,Potencial,3,Esportes,139852.11000000002,9.38,376,296
Continente Shopping,Potencial,4,Joalheria,81501.6,5.47,85,77
Continente Shopping,Potencial,5,Gastronomia,80576.92,5.4,1185,549
Continente Shopping,Potencial,6,Beleza e Bem-estar,72366.9,4.85,327,259
Continente Shopping,Potencial,7,Ótica,57875.04,3.88,50,50
Continente Shopping,Potencial,8,Não informado,26737.92,1.79,37,37
Continente Shopping,Potencial,9,Eletrodomésticos,26033.57,1.75,126,104
Continente Shopping,Potencial,10,Moda Feminina,23084.31,1.55,37,35
Continente Shopping,Premium,1,Moda,634613.73,46.59,1239,690
Continente Shopping,Premium,2,Ótica,109632.04,8.05,58,54
Continente Shopping,Premium,3,Joalheria,102502.33,7.52,65,59
Continente Shopping,Premium,4,Telefonia,95159.18,6.99,32,31
Continente Shopping,Premium,5,Calçados,94943.69,6.97,240,196
Continente Shopping,Premium,6,Esportes,84086.72,6.17,235,176
Continente Shopping,Premium,7,Gastronomia,80018.6,5.87,1192,434
Continente Shopping,Premium,8,Eletrodomésticos,62463.59,4.59,102,81
Continente Shopping,Premium,9,Beleza e Bem-estar,60145.68,4.42,279,198
Continente Shopping,Premium,10,Não informado,38651.9,2.84,47,43
Continente Shopping,VIP,1,Moda,843704.21,36.94,1674,805
Continente Shopping,VIP,2,Joalheria,463940.99,20.31,125,97
Continente Shopping,VIP,3,Telefonia,230738.81,10.1,62,43
Continente Shopping,VIP,4,Gastronomia,169527.0,7.42,2754,676
Continente Shopping,VIP,5,Calçados,138410.37,6.06,315,244
Continente Shopping,VIP,6,Casa e Decoração,104013.84,4.55,86,77
Continente Shopping,VIP,7,Beleza e Bem-estar,101326.31,4.44,447,297
Continente Shopping,VIP,8,Esportes,86251.91,3.78,280,216
Continente Shopping,VIP,9,Ótica,80681.79,3.53,37,34
Continente Shopping,VIP,10,Eletrodomésticos,65189.94,2.85,221,148
Garten Shopping,Pontual,1,Moda,494253.69,50.07,1586,1215
Garten Shopping,Pontual,2,Calçados,144434.21,14.63,396,373
Garten Shopping,Pontual,3,Esportes,86513.84,8.76,242,224
Garten Shopping,Pontual,4,Gastronomia,68576.6,6.95,771,473
Garten Shopping,Pontual,5,Casa e Decoração,46499.23,4.71,229,204
Garten Shopping,Pontual,6,Presentes e Acessórios,42745.01,4.33,181,167
Garten Shopping,Pontual,7,Beleza e Bem-estar,37671.64,3.82,167,150
Garten Shopping,Pontual,8,Joalheria,28347.66,2.87,51,50
Garten Shopping,Pontual,9,Infantil,21594.69,2.19,113,100
Garten Shopping,Pontual,10,Moda Feminina,16524.81,1.67,48,44
Garten Shopping,Potencial,1,Moda,803610.31,52.3,1845,1131
Garten Shopping,Potencial,2,Calçados,185650.21,12.08,402,353
Garten Shopping,Potencial,3,Esportes,109444.11,7.12,249,220
Garten Shopping,Potencial,4,Joalheria,84615.98,5.51,95,91
Garten Shopping,Potencial,5,Gastronomia,82811.42,5.39,972,509
Garten Shopping,Potencial,6,Casa e Decoração,79204.4,5.15,278,221
Garten Shopping,Potencial,7,Beleza e Bem-estar,78306.7,5.1,239,205
Garten Shopping,Potencial,8,Presentes e Acessórios,43111.74,2.81,177,162
Garten Shopping,Potencial,9,Infantil,36135.54,2.35,154,123
Garten Shopping,Potencial,10,Ótica,33661.340000000004,2.19,31,30
Garten Shopping,Premium,1,Moda,654056.56,48.43,1284,732
Garten Shopping,Premium,2,Calçados,150786.07,11.16,305,248
Garten Shopping,Premium,3,Joalheria,125908.99,9.32,81,75
Garten Shopping,Premium,4,Telefonia,76668.19,5.68,30,27
Garten Shopping,Premium,5,Beleza e Bem-estar,74921.18000000001,5.55,181,141
Garten Shopping,Premium,6,Gastronomia,66366.42,4.91,821,410
Garten Shopping,Premium,7,Casa e Decoração,58273.46,4.31,183,152
Garten Shopping,Premium,8,Esportes,50657.87,3.75,147,122
Garten Shopping,Premium,9,Ótica,48206.76,3.57,32,29
