perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,5071,21754144.04,4289.9120567935315,5.247485703017157,14.35,50.93
Premium,7175,10078282.49,1404.63867456446,4.057979094076655,20.3,23.59
Potencial,9778,7095474.9,725.6570771118838,3.0154428308447536,27.67,16.61
Pontual,13314,3787643.4,284.485759351059,1.9531320414601172,37.68,8.87
