dia_semana,valor,transacoes
Domingo,695778.09,2663
Quarta,417718.43,1626
Quinta,504135.43,1736
Sabado,774652.03,2604
Segunda,555409.88,1769
Sexta,485500.24,1708
Terca,459494.26,1727
