loja,valor,clientes
Zara,301940.52,423
Renner,262418.53,573
Sephora,152431.42,222
Centauro,139925.75,279
C&A,126892.24,348
Patbo,107950.21,7
Vivara,99113.3,42
Superlegal Brinquedos,77048.72,269
Riachuelo,71520.16,250
Brooksfield,66662.71,31
Track&Field,60684.08,56
Le Lis Blanc,56565.26,10
BOSS,54420.0,19
iPlace Mobile,53034.31,14
Paris Cosméticos,52854.68,132
Livrarias Catarinense,50120.07,318
Camicado,47756.24,96
Padrão,45198.02,16
Outback Steakhouse,44757.79,118
Live!,37287.24,47
