shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,22490,6453,6106185.36,946.2552859135286,40.997518610421835,2037.9040000000005,646
Continente Shopping,CS,33164,10059,16577040.969999999,1647.9810090466249,41.697364495275984,3593.384000000001,1006
Neumarkt Shopping,NK,21129,6104,5927393.42,971.0670740498034,42.67606095362936,2085.6779999999994,611
Garten Shopping,GS,9705,3283,2591037.9499999997,789.2287389582698,39.8473026516306,1648.9520000000007,329
Norte Shopping,NR,19488,5669,5564131.609999999,981.501430587405,40.76981465136805,2082.307999999999,567
Nações Shopping,NS,1842,630,359475.32999999996,570.5957619047618,37.25518341307815,1342.8520000000008,63
