dia_semana,valor,transacoes
Domingo,7993049.37,18614
Quarta,5255096.69,11391
Quinta,6017342.97,13057
Sabado,6770456.35,15808
Segunda,8087386.64,16976
Sexta,5931002.55,13217
Terca,6699326.65,14593
