dia_semana,valor,transacoes
Domingo,7109574.64,24715
Quarta,3887658.74,13516
Quinta,4336703.61,14574
Sabado,7123725.32,24410
Segunda,6077454.4,19928
Sexta,4673513.27,15773
Terca,4482445.01,15491
