faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),1689,2317163.14,5.714382379808505
25-39 (Millennials),11243,20250305.58,38.03836654599587
40-54 (Gen X),11589,25845644.84,39.20898602699868
55-69 (Boomers),4129,8652097.2,13.969618026186689
70+ (Silent),901,1853494.93,3.0483472612240754
Nao Informado,6,6770.66,0.020299759786175865
