genero,qtd_clientes,valor_total,pct_clientes
Feminino,15955,23646032.43,62.166374439898696
Masculino,9668,14002765.45,37.66997857003702
Nao Informado,5,13413.77,0.01948178453146308
Outro,37,28863.34,0.1441652055328268
