dia_semana,valor,transacoes
Domingo,1711037.43,4805
Quarta,1064400.55,3009
Quinta,1382269.28,3700
Sabado,2154023.72,6155
Segunda,1379976.34,3252
Sexta,1571349.26,3762
Terca,1006461.11,2645
