faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),3701,4381257.26,7.407481536336889
25-39 (Millennials),20350,36076115.01,40.73014030382483
40-54 (Gen X),19023,42269402.24,38.074174889418174
55-69 (Boomers),5920,12667880.13,11.848768088385405
70+ (Silent),919,2593852.73,1.8393611272341532
Nao Informado,50,144446.62,0.10007405480055241
