sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
CS,Gen Z (1997-2012),3240,12.624196376388078,3880585.1699999995
CS,Gen X (1965-1980),7718,30.072082602766415,12104480.75
CS,Millennials (1981-1996),12574,48.99279173972336,18526000.81
CS,Boomers (1946-1964),2072,8.073251509838302,3092931.87
CS,Nao Informado,7,0.027274498344048312,15489.95
CS,Silent (antes 1946),54,0.2104032729398013,71586.44
BS,Millennials (1981-1996),13933,47.13942551679805,27604370.68
BS,Gen Z (1997-2012),3881,13.13056128835809,5777330.06
BS,Gen X (1965-1980),8807,29.796664072808472,19579473.52
BS,Boomers (1946-1964),2843,9.618702845349663,5773101.84
BS,Nao Informado,4,0.013533173190783909,4569.920000000001
BS,Silent (antes 1946),89,0.30111310349494197,186630.33000000002
NK,Millennials (1981-1996),9274,44.37320574162679,14930784.92
NK,Gen Z (1997-2012),2563,12.263157894736842,2805174.4299999997
NK,Gen X (1965-1980),6831,32.68421052631579,13685470.789999997
NK,Boomers (1946-1964),2154,10.30622009569378,4020835.17
NK,Silent (antes 1946),76,0.36363636363636365,117470.90999999999
NK,Nao Informado,2,0.009569377990430622,397.50999999999993
NR,Millennials (1981-1996),7215,49.79296066252588,8465693.98
NR,Gen Z (1997-2012),2161,14.913733609385782,2223526.7800000003
NR,Boomers (1946-1964),837,5.77639751552795,1152072.8199999998
NR,Gen X (1965-1980),4249,29.32367149758454,5604286.97
NR,Nao Informado,8,0.055210489993098695,4526.32
NR,Silent (antes 1946),20,0.13802622498274672,36612.7
GS,Gen X (1965-1980),7603,29.970829391359192,12923875.88
GS,Millennials (1981-1996),12301,48.49022390413119,17974519.03
GS,Nao Informado,4,0.015767896562598548,1058.27
GS,Gen Z (1997-2012),3628,14.301482182276883,4012125.29
GS,Boomers (1946-1964),1778,7.008830022075055,3107112.7399999998
GS,Silent (antes 1946),54,0.21286660359508044,110170.34000000001
NS,Gen X (1965-1980),3714,25.443584298143456,5168053.7
NS,Millennials (1981-1996),7491,51.31876412961568,9150265.92
NS,Gen Z (1997-2012),2482,17.003493868603137,2336492.54
NS,Boomers (1946-1964),883,6.049188189353977,1095042.65
NS,Silent (antes 1946),25,0.17126806878125642,25035.280000000002
NS,Nao Informado,2,0.013701445502500515,2160.94
