Metrica,High Spenders,Demais Clientes
Qtd Clientes,12466.0,112188.0
Valor Total (R$),93453528.13,112115789.09
Ticket Medio (R$),7496.673201508102,999.3563401611581
Freq Media Compras,15.822156265040912,3.7364780546939067
Idade Media,43.25320480314801,41.691611757714895
% Feminino,65.65056954917375,63.22066531179805
% Masculino,34.301299534734476,36.64295646593219
