faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),5459680.81,2783948.68,722.5,14634.53
25-39 (Millennials),46225799.85,25442229.85,9254.15,89600.78
40-54 (Gen X),59504459.57,31176808.65,3784.9800000000005,31361.97
55-69 (Boomers),19326087.55,10161743.88,160.7,4044.79
70+ (Silent),3229009.86,1994284.41,0.0,886.67
Nao Informado,27034.989999999998,71412.7,12365.349999999999,0.0
