shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,128407,25665,37691074.989999995,1468.578803428794,42.1308720907567,3168.984000000001,2567
Continente Shopping,CS,134168,29557,58925476.34999999,1993.6216919849778,42.589523197184526,4428.376000000001,2956
Neumarkt Shopping,NK,115630,20900,35560133.72999999,1701.4418052631574,43.490739411342425,3801.0190000000002,2090
Garten Shopping,GS,55601,14490,17486719.57,1206.81294478951,41.02521066445642,2715.1330000000003,1449
Norte Shopping,NR,119612,25368,38128861.55,1503.0298624251025,41.53160862878101,3179.8120000000004,2537
Nações Shopping,NS,63009,14597,17777051.03,1217.8564794135782,40.16842610364683,2605.4759999999987,1460
