faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),33,111315.07,3373.1839393939395,4.755043227665706
25-39 (Millennials),238,926226.18,3891.7066386554625,34.293948126801155
40-54 (Gen X),313,1394513.98,4455.316230031949,45.10086455331412
55-69 (Boomers),90,405527.21,4505.857888888889,12.968299711815561
70+ (Silent),19,143651.23,7560.591052631579,2.7377521613832854
Nao Informado,1,4767.19,4767.19,0.1440922190201729
