Metrica,High Spenders,Demais Clientes
Qtd Clientes,694.0,6237.0
Valor Total (R$),2986000.86,4102386.8200000003
Ticket Medio (R$),4302.594899135446,657.7500112233446
Freq Media Compras,5.621037463976945,2.845117845117845
Idade Media,42.5847022587269,41.08639053254438
% Feminino,66.85878962536023,69.98556998556998
% Masculino,32.85302593659942,29.822029822029823
