sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,1038,68.46965699208444,970263.0800000001
CS,Masculino,472,31.13456464379947,553600.53
CS,Outro,5,0.32981530343007914,4216.06
CS,Nao Informado,1,0.06596306068601583,4767.19
BS,Feminino,950,73.92996108949417,1351531.9
BS,Masculino,331,25.758754863813227,396875.16
BS,Nao Informado,1,0.07782101167315175,1073.5
BS,Outro,3,0.23346303501945526,2667.41
NK,Feminino,802,70.91069849690538,795062.83
NK,Masculino,327,28.912466843501328,300245.75
NK,Outro,2,0.17683465959328026,443.9
NR,Feminino,421,64.57055214723927,271720.36
NR,Masculino,231,35.42944785276074,179615.34999999998
GS,Masculino,582,30.567226890756306,614161.25
GS,Feminino,1320,69.32773109243698,1163774.0299999998
GS,Outro,2,0.10504201680672269,613.5500000000001
NS,Feminino,409,68.50921273031825,314661.93000000005
NS,Masculino,188,31.490787269681743,163093.9
