faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),292,88,0,3
25-39 (Millennials),2054,840,1,6
40-54 (Gen X),1931,869,0,3
55-69 (Boomers),485,240,0,0
70+ (Silent),67,51,0,0
Nao Informado,0,0,1,0
