sigla,segmento,valor,clientes
CS,Moda,596542.76,845
CS,Joalheria,220313.66,91
CS,Calçados,100008.55,237
CS,Telefonia,94720.89,27
CS,Gastronomia,90677.91,583
CS,Beleza e Bem-estar,78199.44,267
CS,Esportes,68893.19,201
CS,Eletrodomésticos,56200.37,150
CS,Moda Feminina,44932.73,67
CS,Ótica,34206.11,33
CS,Casa e Decoração,33568.6,72
CS,Infantil,28049.72,94
CS,Presentes e Acessórios,20800.010000000002,71
CS,Eletrônicos,15733.01,8
CS,Papelaria,14079.06,95
CS,Pets,12893.72,80
CS,Farmácias,11409.57,107
CS,Livrarias,10558.06,98
CS,Lazer,612.0,7
CS,Gastronomia - Sorvetes,447.5,11
BS,Moda,690175.33,752
BS,Joalheria,276832.52999999997,99
BS,Beleza e Bem-estar,188263.86,361
BS,Calçados,122291.83,182
BS,Moda Feminina,111516.3,82
BS,Gastronomia,68481.27,418
BS,Esportes,65883.85,145
BS,Infantil,58626.96,173
BS,Ótica,34872.14,25
BS,Casa e Decoração,27494.77,55
BS,Presentes e Acessórios,25743.73,80
BS,Eletrônicos,25260.56,19
BS,Telefonia,16024.0,2
BS,Livrarias,10843.52,87
BS,Papelaria,10014.58,68
BS,Calçados Femininos,7660.0,4
BS,Supermercado,4937.27,61
BS,Eletrodomésticos,2584.95,4
BS,Farmácias,2138.58,22
BS,Suplementos esportivos,1078.89,3
NK,Moda,423995.97,626
NK,Joalheria,111121.3,78
NK,Calçados,68966.70999999999,135
NK,Beleza e Bem-estar,68574.75,193
NK,Gastronomia,57687.23,392
NK,Presentes e Acessórios,56153.38,70
NK,Moda Feminina,51776.48,57
NK,Casa e Decoração,48014.05,185
NK,Ótica,46350.75,27
NK,Esportes,44841.35,124
NK,Serviços,30048.61,1
NK,Eletrônicos,17881.03,16
NK,Infantil,13293.95,62
NK,Pets,12740.86,71
NK,Papelaria,11533.93,103
NK,Farmácias,11239.67,69
NK,Livrarias,9947.82,97
NK,Eletrodomésticos,6707.14,96
NK,Telefonia,4207.0,3
NK,Lazer,670.5,11
NR,Moda,116146.55,251
NR,Casa e Decoração,53021.61,143
NR,Eletrônicos,50168.76,22
NR,Esportes,41149.12,110
NR,Eletrodomésticos,30798.199999999997,72
NR,Telefonia,27561.0,16
NR,Supermercado,26554.21,116
NR,Beleza e Bem-estar,23476.22,88
NR,Calçados,20470.37,61
NR,Gastronomia,17088.89,150
NR,Infantil,12678.24,56
NR,Pets,12544.2,83
NR,Joalheria,8599.0,24
NR,Papelaria,4858.57,36
NR,Livrarias,3127.8,31
NR,Lazer,859.0,4
NR,Presentes e Acessórios,841.61,13
NR,Gastronomia - Sorvetes,762.4,28
NR,Ótica,629.96,2
GS,Moda,750535.85,1052
GS,Joalheria,241581.39,127
GS,Calçados,133990.37,309
GS,Esportes,97318.41,213
GS,Casa e Decoração,91180.36,288
GS,Telefonia,81865.49,22
GS,Gastronomia,77452.1,593
GS,Beleza e Bem-estar,60940.61,160
GS,Moda Feminina,57109.25,62
GS,Presentes e Acessórios,44292.78,175
GS,Ótica,29500.87,39
GS,Infantil,22117.35,117
GS,Eletrônicos,20886.49,27
GS,Papelaria,19733.4,115
GS,Farmácias,19040.82,126
GS,Livrarias,9518.73,87
GS,Pets,8684.66,72
GS,Eletrodomésticos,6241.92,4
GS,Kids,2716.06,29
GS,Lazer,2104.0,15
NS,Moda,238804.62,331
NS,Joalheria,42503.33,37
NS,Calçados Femininos,29518.38,31
NS,Esportes,29236.29,67
NS,Calçados,27684.78,60
NS,Beleza e Bem-estar,26031.42,122
NS,Gastronomia,19746.12,174
NS,Casa e Decoração,16990.17,63
NS,Infantil,9484.22,44
NS,Eletrônicos,8426.0,4
NS,Outros,8150.5,15
NS,Pets,7079.14,50
NS,Presentes e Acessórios,5238.82,17
NS,Livrarias,3852.76,45
NS,Papelaria,1872.25,11
NS,Eletrodomésticos,1281.3799999999999,25
NS,Ótica,1138.0,4
NS,Farmácias,552.65,11
NS,Lazer,165.0,4
