sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),224,14.775725593667547,198181.24000000002
BS,Gen X (1965-1980),406,26.781002638522427,488661.61
BS,Millennials (1981-1996),799,52.70448548812665,753927.96
BS,Boomers (1946-1964),83,5.474934036939314,85436.07999999999
BS,Nao Informado,1,0.06596306068601583,4767.19
BS,Silent (antes 1946),3,0.1978891820580475,1872.78
CS,Gen Z (1997-2012),149,11.59533073929961,165350.31
CS,Gen X (1965-1980),389,30.27237354085603,541894.01
CS,Millennials (1981-1996),639,49.72762645914397,819574.96
CS,Boomers (1946-1964),104,8.093385214007782,223207.79000000004
CS,Silent (antes 1946),4,0.311284046692607,2120.9
NK,Millennials (1981-1996),545,48.187444739168875,468790.65
NK,Gen Z (1997-2012),103,9.106984969053935,81523.66
NK,Boomers (1946-1964),101,8.930150309460656,105646.95
NK,Gen X (1965-1980),381,33.687002652519894,439361.32
NK,Silent (antes 1946),1,0.08841732979664013,429.9
GS,Millennials (1981-1996),365,55.98159509202454,243447.28000000003
GS,Gen Z (1997-2012),98,15.030674846625766,61845.14
GS,Boomers (1946-1964),21,3.2208588957055215,21986.99
GS,Gen X (1965-1980),168,25.766871165644172,124056.29999999999
NR,Gen X (1965-1980),537,28.20378151260504,602127.45
NR,Millennials (1981-1996),988,51.89075630252101,889302.7899999999
NR,Gen Z (1997-2012),265,13.918067226890757,183579.24
NR,Boomers (1946-1964),113,5.934873949579831,101510.70999999999
NR,Silent (antes 1946),1,0.052521008403361345,2028.64
NS,Gen X (1965-1980),137,22.948073701842546,125570.49999999999
NS,Millennials (1981-1996),338,56.61641541038526,273541.77
NS,Gen Z (1997-2012),101,16.917922948073702,58080.63
NS,Boomers (1946-1964),21,3.5175879396984926,20562.93
