faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),403414.28,154937.17,0.0,0.0
Gen X (1965-1980),1555348.03,765589.65,0.0,733.51
Gen Z (1997-2012),537454.02,207736.34,1073.5,2296.3599999999997
Millennials (1981-1996),2367857.72,1075816.64,0.0,4911.05
Nao Informado,0.0,0.0,4767.19,0.0
Silent (antes 1946),2940.0800000000004,3512.14,0.0,0.0
