Metrica,High Spenders,Demais Clientes
Qtd Clientes,1388.0,12486.0
Valor Total (R$),6039669.340000001,8544129.21
Ticket Medio (R$),4351.3467867435165,684.2967491590582
Freq Media Compras,4.752161383285302,2.636232580490149
Idade Media,44.37126384463662,42.244089223849755
% Feminino,63.61671469740634,66.68268460675957
% Masculino,36.31123919308357,33.1891718724972
