faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),341072.16,137040.54,0.0,0.0
25-39 (Millennials),3140806.88,1726798.2,354.16,5409.5
40-54 (Gen X),4250086.01,2510180.64,0.0,3333.5699999999997
55-69 (Boomers),1433775.51,641018.55,160.7,0.0
70+ (Silent),279197.3,102526.3,0.0,0.0
Nao Informado,1514.98,10296.41,227.14,0.0
