faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),443,166,0,0
25-39 (Millennials),3500,1679,1,10
40-54 (Gen X),3890,2086,0,3
55-69 (Boomers),1189,610,1,0
70+ (Silent),186,104,0,0
Nao Informado,1,3,2,0
